id;user_id;potli_id;type;amount;description;created_at
328eebad-fabc-4d57-9fb1-620b90ef7c60;929b23e8-96fd-46d1-8c71-619eefee12fd;;income;1000000.00;Salary ;2026-03-09 16:30:33.113288+00
31357b2d-5f98-41e4-a066-0d2ab9c4aac1;312b498a-bf14-4917-b2a7-378b16a8f63c;1bd073de-946e-4f14-8cc3-eb07bbd60012;expense;80.00;Pen and Auto;2026-03-10 10:48:32.038235+00
a0584db1-62c8-41c2-9b18-ca170edac2f6;2f4caafc-a3a1-4ea5-b3ab-caa08b7d5855;;income;30000.00;;2026-03-11 09:05:55.933865+00
c4dcdf8f-3ec7-479d-b808-60c4d57becd8;312b498a-bf14-4917-b2a7-378b16a8f63c;;income;1000.00;Pocket money ;2026-03-11 16:07:17.776077+00
2c6dc253-a0cb-4168-a6e2-6955ea51e4e4;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;50.00;Paneer roll and paneer sandwich ;2026-03-11 16:07:56.891844+00
9306cbfa-cf30-49ca-bcbc-9fb4c44cec2c;b1c183eb-ec4e-4289-a956-8113777d2c75;;income;11111.00;;2026-03-12 09:28:50.510479+00
1a2ba74c-7c62-4c66-a7bf-24a0a0ee6bb8;b1c183eb-ec4e-4289-a956-8113777d2c75;ea9fdaeb-5d97-4e8e-9417-8a4a4d6cdef6;expense;1111.00;;2026-03-12 09:29:01.940824+00
dd0d7274-84be-4a15-a525-f6719779fd4c;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;125.00;Monster;2026-03-12 11:17:52.912028+00
fa269d0b-b601-4962-b410-8d885fe120de;29a25228-d7ec-4bc3-947b-2dcb03c76792;;income;35000.00;Salary;2026-03-12 13:31:45.965615+00
c3f76185-240d-4939-9225-c9214eab9af2;2bdd3609-5d82-41f2-8435-2e0a7689ca27;;income;80000.00;base salary;2026-03-12 18:47:32.771576+00
0967e08f-5d4f-42bc-bf12-55ef267b6c9a;0048bd4c-79cf-4de6-8600-4fc5aae033f0;;income;25000.00;salary;2026-03-15 01:49:35.682973+00
2625d443-d891-4ba8-a399-852c1702fe9d;0048bd4c-79cf-4de6-8600-4fc5aae033f0;67da725b-d037-4bfc-95cc-70913ea738e4;expense;2000.02;clothes;2026-03-15 01:50:37.225598+00
bc844ef6-5249-4e3b-a49b-3d252d3c2a9b;0048bd4c-79cf-4de6-8600-4fc5aae033f0;217ace1e-fa2e-42fa-8c34-1a655544f4d1;expense;1500.00;hj;2026-03-15 01:51:15.216328+00
922f535c-892d-4979-b50f-4759b3d09c6b;6dbbba41-0964-45a0-a5fb-eb152df74963;;income;10000.00;Profit;2026-03-15 09:25:33.220576+00
366ee7dc-dd82-41e3-a4bb-c2ac17ccffaa;6dbbba41-0964-45a0-a5fb-eb152df74963;456f99bf-5112-416c-b5c2-98fa7684f10f;expense;300.00;Gamble;2026-03-15 09:25:49.132912+00
dde2b308-5581-4403-b90c-8538f7728a05;6dbbba41-0964-45a0-a5fb-eb152df74963;;income;500.00;Test Income;2026-03-15 09:45:44.048732+00
cfb02f60-db71-43fd-8bd9-4415f5d64012;8daecfb4-fc8f-49b5-bd83-48ae2bf19197;0c518800-c470-4b16-a045-d734c7f35178;expense;1000.00;;2026-03-15 17:18:13.452657+00
c079849d-2621-401c-9320-99c41417b814;8daecfb4-fc8f-49b5-bd83-48ae2bf19197;0c518800-c470-4b16-a045-d734c7f35178;expense;1000.00;;2026-03-15 17:18:34.833192+00
b9882c65-9892-49b6-9c46-746b826991bb;8daecfb4-fc8f-49b5-bd83-48ae2bf19197;0c518800-c470-4b16-a045-d734c7f35178;expense;2000.00;;2026-03-15 17:18:48.674935+00
c0b439d3-9f72-42b6-84bd-07219fecb5ab;22009f9f-195f-4ad3-8c74-2bb94cad4649;;income;7767.00;;2026-03-15 18:43:38.311308+00
faf8d240-8579-4dae-b667-ccd022bca190;312b498a-bf14-4917-b2a7-378b16a8f63c;70207447-bba3-4e36-8a23-79aea0c9b58d;expense;20.00;5 star;2026-03-16 14:48:20.748181+00
